model,richness,connectance,complexity,trophic_level,generality,vulnerability,top,ChLen,distance,centrality,clustering,trophicCoherence
atn_29,14,0.15306122448979592,0.9153044578018713,1.3928571428571426,0.7288909735221388,0.6031257611482731,0.14285714285714285,4.8428571428571425,1.0,2.441060771544184,0.41564625850340137,0.17435918664535122
atn_3,8,0.09375,0.9761986470911234,1.125,1.1818736805705576,0.9428090415820632,0.375,1.4,2.0,2.428571428571429,0.29166666666666663,0.10206207261596575
atn_30,13,0.09467455621301775,0.9785636561291626,1.136094674556213,0.8871918479111494,0.8228507357554792,0.23076923076923078,2.5384615384615383,3.0,1.3493975903614457,0.46153846153846156,0.15819182922119315
atn_31,6,0.1111111111111111,0.9999999999999999,1.1666666666666667,1.224744871391589,1.224744871391589,0.5,1.0,3.0,1.6666666666666665,0.0,0.1924500897298751
atn_32,15,0.14666666666666667,0.9049113242066398,1.2666666666666664,0.8624393618641033,0.8793847801158543,0.13333333333333333,4.708133971291866,1.0,3.0076335877862594,0.40444444444444444,0.10859525446781404
atn_33,15,0.10666666666666667,0.9498508614782715,1.182222222222222,0.9389869160810648,0.6597483286396845,0.06666666666666667,6.451612903225806,2.0,2.688131985098457,0.36000000000000004,0.2470437123531066
atn_34,9,0.1111111111111111,0.9510518981876893,1.1728395061728394,0.8660254037844386,1.0,0.3333333333333333,2.0,3.0,1.16,0.2222222222222222,0.09622504486493756
atn_35,15,0.15555555555555556,0.9112162505851877,1.271111111111111,0.8206518066482896,0.598832683719233,0.06666666666666667,6.410256410256411,2.0,2.014354066985646,0.49444444444444446,0.28251240439454695
atn_36,7,0.08163265306122448,0.9870558585867127,1.1428571428571428,1.3768926368215255,0.9354143466934853,0.42857142857142855,1.25,3.0,4.090909090909091,0.0,0.1844277783908294
atn_37,12,0.11805555555555555,0.9490058938081328,1.1736111111111112,1.1834020407535923,0.9733795545193759,0.16666666666666666,2.0,2.0,1.4406779661016944,0.3888888888888889,0.3214804398445018
atn_38,10,0.09,0.9535465152229736,1.14,0.8198497637473576,1.1049210289019482,0.5,1.7142857142857142,3.0,1.2641509433962264,0.3333333333333333,0.08819171036881966
atn_39,7,0.12244897959183673,0.925945455127374,1.163265306122449,1.417483424685897,0.8050764858994133,0.2857142857142857,1.4,2.0,2.818181818181818,0.3333333333333333,0.19691498217271747
atn_4,9,0.037037037037037035,0.9786600843501594,1.0493827160493825,1.5,2.1213203435596424,0.7777777777777778,0.42857142857142855,2.0,1.9999999999999998,0.0,0.0
